.feature,sample,expression
Gm8173,GSM2545348,1
Gm8173,GSM2545353,0
Gm8173,GSM2545343,2
Gm8173,GSM2545349,0
Gm8173,GSM2545354,1
Gm8173,GSM2545336,1
Gm8173,GSM2545342,3
Gm8173,GSM2545351,1
Gm8173,GSM2545380,1
Gm8173,GSM2545341,3
Gm8173,GSM2545346,0
Gm8173,GSM2545347,1
Gm33388,GSM2545337,0
Gm33388,GSM2545338,0
Gm33388,GSM2545348,1
Gm33388,GSM2545353,0
Gm33388,GSM2545343,0
Gm33388,GSM2545349,0
Gm33388,GSM2545354,0
Gm33388,GSM2545336,1
Gm33388,GSM2545342,1
Gm33388,GSM2545351,1
Gm33388,GSM2545380,0
Gm33388,GSM2545341,0
Gm33388,GSM2545346,0
Gm33388,GSM2545347,1
Ptpn4,GSM2545337,13899
Ptpn4,GSM2545338,12750
Ptpn4,GSM2545348,12505
Ptpn4,GSM2545353,11809
Ptpn4,GSM2545343,12956
Ptpn4,GSM2545349,11550
Ptpn4,GSM2545354,11866
Ptpn4,GSM2545336,9723
Ptpn4,GSM2545342,9411
Ptpn4,GSM2545351,9736
Ptpn4,GSM2545380,9746
Ptpn4,GSM2545341,9158
Ptpn4,GSM2545346,9224
Ptpn4,GSM2545347,8977
En1,GSM2545337,225
En1,GSM2545338,201
En1,GSM2545348,273
En1,GSM2545353,300
En1,GSM2545343,253
En1,GSM2545349,143
En1,GSM2545354,182
En1,GSM2545336,303
En1,GSM2545342,160
En1,GSM2545351,223
En1,GSM2545380,252
En1,GSM2545341,154
En1,GSM2545346,156
En1,GSM2545347,155
Mgat5,GSM2545337,3799
Mgat5,GSM2545338,3342
Mgat5,GSM2545348,3893
Mgat5,GSM2545353,4185
Mgat5,GSM2545343,3846
Mgat5,GSM2545349,4060
Mgat5,GSM2545354,3923
Mgat5,GSM2545336,4149
Mgat5,GSM2545342,3543
Mgat5,GSM2545351,3829
Mgat5,GSM2545380,3861
Mgat5,GSM2545341,3081
Mgat5,GSM2545346,3043
Mgat5,GSM2545347,3691
2900009J06Rik,GSM2545337,15
2900009J06Rik,GSM2545338,12
2900009J06Rik,GSM2545348,9
2900009J06Rik,GSM2545353,22
2900009J06Rik,GSM2545343,31
2900009J06Rik,GSM2545349,12
2900009J06Rik,GSM2545354,23
2900009J06Rik,GSM2545336,12
2900009J06Rik,GSM2545342,6
2900009J06Rik,GSM2545351,19
2900009J06Rik,GSM2545380,17
2900009J06Rik,GSM2545341,10
2900009J06Rik,GSM2545346,8
2900009J06Rik,GSM2545347,8
Zranb3,GSM2545337,179
Zranb3,GSM2545338,199
Zranb3,GSM2545348,183
Zranb3,GSM2545353,213
Zranb3,GSM2545343,202
Zranb3,GSM2545349,191
Zranb3,GSM2545354,171
Zranb3,GSM2545336,207
Zranb3,GSM2545342,221
Zranb3,GSM2545351,208
Zranb3,GSM2545380,202
Zranb3,GSM2545341,156
Zranb3,GSM2545346,168
Zranb3,GSM2545347,178
Gm16083,GSM2545337,19
Gm16083,GSM2545338,30
Gm16083,GSM2545348,13
Gm16083,GSM2545353,16
Gm16083,GSM2545343,15
Gm16083,GSM2545349,14
Gm16083,GSM2545354,13
Gm16083,GSM2545336,18
Gm16083,GSM2545342,16
Gm16083,GSM2545351,16
Gm16083,GSM2545380,10
Gm16083,GSM2545341,14
Gm16083,GSM2545346,15
Gm16083,GSM2545347,15
Mapkapk2,GSM2545337,1000
Mapkapk2,GSM2545338,1061
Mapkapk2,GSM2545348,1329
Mapkapk2,GSM2545353,1493
Mapkapk2,GSM2545343,1382
Mapkapk2,GSM2545349,1485
Mapkapk2,GSM2545354,1337
Mapkapk2,GSM2545336,1581
Mapkapk2,GSM2545342,1115
Mapkapk2,GSM2545351,1412
Mapkapk2,GSM2545380,1703
Mapkapk2,GSM2545341,1215
Mapkapk2,GSM2545346,1305
Mapkapk2,GSM2545347,1521
Srgap2,GSM2545337,8408
Srgap2,GSM2545338,7703
Srgap2,GSM2545348,10198
Srgap2,GSM2545353,9564
Srgap2,GSM2545343,9628
Srgap2,GSM2545349,9216
Srgap2,GSM2545354,8635
Srgap2,GSM2545336,9500
Srgap2,GSM2545342,8473
Srgap2,GSM2545351,9737
Srgap2,GSM2545380,9818
Srgap2,GSM2545341,9409
Srgap2,GSM2545346,7342
Srgap2,GSM2545347,8739
Plekha6,GSM2545337,4187
Plekha6,GSM2545338,4040
Plekha6,GSM2545348,4633
Plekha6,GSM2545353,5292
Plekha6,GSM2545343,4727
Plekha6,GSM2545349,5022
Plekha6,GSM2545354,4860
Plekha6,GSM2545336,5453
Plekha6,GSM2545342,5163
Plekha6,GSM2545351,5046
Plekha6,GSM2545380,4996
Plekha6,GSM2545341,4921
Plekha6,GSM2545346,4124
Plekha6,GSM2545347,4734
Gm32267,GSM2545337,0
Gm32267,GSM2545338,3
Gm32267,GSM2545348,3
Gm32267,GSM2545353,3
Gm32267,GSM2545343,3
Gm32267,GSM2545349,2
Gm32267,GSM2545354,2
Gm32267,GSM2545336,1
Gm32267,GSM2545342,6
Gm32267,GSM2545351,4
Gm32267,GSM2545380,8
Gm32267,GSM2545341,2
Gm32267,GSM2545346,2
Gm32267,GSM2545347,4
Gm4204,GSM2545337,199
Gm4204,GSM2545338,209
Gm4204,GSM2545348,224
Gm4204,GSM2545353,178
Gm4204,GSM2545343,208
Gm4204,GSM2545349,198
Gm4204,GSM2545354,179
Gm4204,GSM2545336,201
Gm4204,GSM2545342,152
Gm4204,GSM2545351,219
Gm4204,GSM2545380,170
Gm4204,GSM2545341,187
Gm4204,GSM2545346,141
Gm4204,GSM2545347,170
Elf3,GSM2545337,11
Elf3,GSM2545338,11
Elf3,GSM2545348,20
Elf3,GSM2545353,19
Elf3,GSM2545343,15
Elf3,GSM2545349,10
Elf3,GSM2545354,14
Elf3,GSM2545336,35
Elf3,GSM2545342,27
Elf3,GSM2545351,29
Elf3,GSM2545380,40
Elf3,GSM2545341,21
Elf3,GSM2545346,34
Elf3,GSM2545347,22
Rnpep,GSM2545337,1261
Rnpep,GSM2545338,1118
Rnpep,GSM2545348,1473
Rnpep,GSM2545353,1659
Rnpep,GSM2545343,1744
Rnpep,GSM2545349,1544
Rnpep,GSM2545354,1446
Rnpep,GSM2545336,1395
Rnpep,GSM2545342,1037
Rnpep,GSM2545351,1192
Rnpep,GSM2545380,1478
Rnpep,GSM2545341,1202
Rnpep,GSM2545346,1169
Rnpep,GSM2545347,1301
Lmod1,GSM2545337,25
Lmod1,GSM2545338,16
Lmod1,GSM2545348,33
Lmod1,GSM2545353,39
Lmod1,GSM2545343,34
Lmod1,GSM2545349,38
Lmod1,GSM2545354,29
Lmod1,GSM2545336,34
Lmod1,GSM2545342,39
Lmod1,GSM2545351,47
Lmod1,GSM2545380,43
Lmod1,GSM2545341,39
Lmod1,GSM2545346,49
Lmod1,GSM2545347,46
Nav1,GSM2545337,2665
Nav1,GSM2545338,2522
Nav1,GSM2545348,2838
Nav1,GSM2545353,2766
Nav1,GSM2545343,2832
Nav1,GSM2545349,2803
Nav1,GSM2545354,2650
Nav1,GSM2545336,3455
Nav1,GSM2545342,3283
Nav1,GSM2545351,3286
Nav1,GSM2545380,2884
Nav1,GSM2545341,3897
Nav1,GSM2545346,2528
Nav1,GSM2545347,2991
Ascl5,GSM2545337,1
Ascl5,GSM2545338,1
Ascl5,GSM2545348,1
Ascl5,GSM2545353,0
Ascl5,GSM2545343,0
Ascl5,GSM2545349,1
Ascl5,GSM2545354,0
Ascl5,GSM2545336,1
Ascl5,GSM2545342,1
Ascl5,GSM2545351,1
Ascl5,GSM2545380,0
Ascl5,GSM2545341,2
Ascl5,GSM2545346,2
Ascl5,GSM2545347,1
Gpr25,GSM2545337,92
Gpr25,GSM2545338,72
Gpr25,GSM2545348,155
Gpr25,GSM2545353,190
Gpr25,GSM2545343,118
Gpr25,GSM2545349,214
Gpr25,GSM2545354,119
Gpr25,GSM2545336,184
Gpr25,GSM2545342,153
Gpr25,GSM2545351,194
Gpr25,GSM2545380,238
Gpr25,GSM2545341,100
Gpr25,GSM2545346,169
Gpr25,GSM2545347,170
9230116N13Rik,GSM2545337,16
9230116N13Rik,GSM2545338,15
9230116N13Rik,GSM2545348,14
9230116N13Rik,GSM2545353,19
9230116N13Rik,GSM2545343,21
9230116N13Rik,GSM2545349,13
9230116N13Rik,GSM2545354,24
9230116N13Rik,GSM2545336,43
9230116N13Rik,GSM2545342,46
9230116N13Rik,GSM2545351,34
9230116N13Rik,GSM2545380,43
9230116N13Rik,GSM2545341,29
9230116N13Rik,GSM2545346,23
9230116N13Rik,GSM2545347,39
Zbtb41,GSM2545337,1967
Zbtb41,GSM2545338,1751
Zbtb41,GSM2545348,1781
Zbtb41,GSM2545353,1885
Zbtb41,GSM2545343,1847
Zbtb41,GSM2545349,1615
Zbtb41,GSM2545354,1766
Zbtb41,GSM2545336,1752
Zbtb41,GSM2545342,1462
Zbtb41,GSM2545351,1797
Zbtb41,GSM2545380,1676
Zbtb41,GSM2545341,1665
Zbtb41,GSM2545346,1605
Zbtb41,GSM2545347,1630
Gm36297,GSM2545337,1
Gm36297,GSM2545338,0
Gm36297,GSM2545348,3
Gm36297,GSM2545353,0
Gm36297,GSM2545343,0
Gm36297,GSM2545349,0
Gm36297,GSM2545354,0
Gm36297,GSM2545336,1
Gm36297,GSM2545342,0
Gm36297,GSM2545351,0
Gm36297,GSM2545380,0
Gm36297,GSM2545341,0
Gm36297,GSM2545346,2
Gm36297,GSM2545347,0
Angptl1,GSM2545337,14
Angptl1,GSM2545338,16
Angptl1,GSM2545348,12
Angptl1,GSM2545353,23
Angptl1,GSM2545343,8
Angptl1,GSM2545349,22
Angptl1,GSM2545354,17
Angptl1,GSM2545336,12
Angptl1,GSM2545342,14
Angptl1,GSM2545351,27
Angptl1,GSM2545380,20
Angptl1,GSM2545341,10
Angptl1,GSM2545346,24
Angptl1,GSM2545347,34
BC026585,GSM2545337,640
BC026585,GSM2545338,582
BC026585,GSM2545348,720
BC026585,GSM2545353,906
BC026585,GSM2545343,777
BC026585,GSM2545349,698
BC026585,GSM2545354,750
BC026585,GSM2545336,710
BC026585,GSM2545342,474
BC026585,GSM2545351,573
BC026585,GSM2545380,684
BC026585,GSM2545341,345
BC026585,GSM2545346,619
BC026585,GSM2545347,646
Scarna3a,GSM2545337,1
Scarna3a,GSM2545338,3
Scarna3a,GSM2545348,0
Scarna3a,GSM2545353,2
Scarna3a,GSM2545343,0
Scarna3a,GSM2545349,1
Scarna3a,GSM2545354,1
Scarna3a,GSM2545336,1
Scarna3a,GSM2545342,0
Scarna3a,GSM2545351,0
Scarna3a,GSM2545380,1
Scarna3a,GSM2545341,0
Scarna3a,GSM2545346,0
Scarna3a,GSM2545347,0
Gas5,GSM2545337,1808
Gas5,GSM2545338,1821
Gas5,GSM2545348,2079
Gas5,GSM2545353,2949
Gas5,GSM2545343,2276
Gas5,GSM2545349,2157
Gas5,GSM2545354,2080
Gas5,GSM2545336,2831
Gas5,GSM2545342,2381
Gas5,GSM2545351,2851
Gas5,GSM2545380,3024
Gas5,GSM2545341,2550
Gas5,GSM2545346,1930
Gas5,GSM2545347,2412
2810442N19Rik,GSM2545337,1
2810442N19Rik,GSM2545338,0
2810442N19Rik,GSM2545348,0
2810442N19Rik,GSM2545353,0
2810442N19Rik,GSM2545343,0
2810442N19Rik,GSM2545349,0
2810442N19Rik,GSM2545354,0
2810442N19Rik,GSM2545336,0
2810442N19Rik,GSM2545342,2
2810442N19Rik,GSM2545351,0
2810442N19Rik,GSM2545380,1
2810442N19Rik,GSM2545341,0
2810442N19Rik,GSM2545346,0
2810442N19Rik,GSM2545347,1
Gorab,GSM2545337,515
Gorab,GSM2545338,500
Gorab,GSM2545348,599
Gorab,GSM2545353,649
Gorab,GSM2545343,632
Gorab,GSM2545349,562
Gorab,GSM2545354,616
Gorab,GSM2545336,680
Gorab,GSM2545342,558
Gorab,GSM2545351,686
Gorab,GSM2545380,748
Gorab,GSM2545341,611
Gorab,GSM2545346,632
Gorab,GSM2545347,579
Kifap3,GSM2545337,10125
Kifap3,GSM2545338,8717
Kifap3,GSM2545348,10330
Kifap3,GSM2545353,10558
Kifap3,GSM2545343,10705
Kifap3,GSM2545349,9893
Kifap3,GSM2545354,9526
Kifap3,GSM2545336,11261
Kifap3,GSM2545342,8268
Kifap3,GSM2545351,9930
Kifap3,GSM2545380,10587
Kifap3,GSM2545341,8076
Kifap3,GSM2545346,8867
Kifap3,GSM2545347,8946
Mettl18,GSM2545337,161
Mettl18,GSM2545338,154
Mettl18,GSM2545348,183
Mettl18,GSM2545353,197
Mettl18,GSM2545343,194
Mettl18,GSM2545349,152
Mettl18,GSM2545354,170
Mettl18,GSM2545336,248
Mettl18,GSM2545342,195
Mettl18,GSM2545351,231
Mettl18,GSM2545380,249
Mettl18,GSM2545341,162
Mettl18,GSM2545346,226
Mettl18,GSM2545347,191
Sele,GSM2545337,3
Sele,GSM2545338,1
Sele,GSM2545348,1
Sele,GSM2545353,2
Sele,GSM2545343,0
Sele,GSM2545349,0
Sele,GSM2545354,0
Sele,GSM2545336,1
Sele,GSM2545342,0
Sele,GSM2545351,0
Sele,GSM2545380,1
Sele,GSM2545341,3
Sele,GSM2545346,0
Sele,GSM2545347,0
Gm6286,GSM2545337,0
Gm6286,GSM2545338,2
Gm6286,GSM2545348,2
Gm6286,GSM2545353,2
Gm6286,GSM2545343,2
Gm6286,GSM2545349,4
Gm6286,GSM2545354,4
Gm6286,GSM2545336,1
Gm6286,GSM2545342,1
Gm6286,GSM2545351,1
Gm6286,GSM2545380,0
Gm6286,GSM2545341,1
Gm6286,GSM2545346,1
Gm6286,GSM2545347,0
Rxrg,GSM2545337,26
Rxrg,GSM2545338,25
Rxrg,GSM2545348,30
Rxrg,GSM2545353,29
Rxrg,GSM2545343,27
Rxrg,GSM2545349,29
Rxrg,GSM2545354,30
Rxrg,GSM2545336,69
Rxrg,GSM2545342,23
Rxrg,GSM2545351,46
Rxrg,GSM2545380,49
Rxrg,GSM2545341,12
Rxrg,GSM2545346,44
Rxrg,GSM2545347,17
Rgs4,GSM2545337,706
Rgs4,GSM2545338,812
Rgs4,GSM2545348,761
Rgs4,GSM2545353,788
Rgs4,GSM2545343,1203
Rgs4,GSM2545349,1045
Rgs4,GSM2545354,906
Rgs4,GSM2545336,1175
Rgs4,GSM2545342,691
Rgs4,GSM2545351,1005
Rgs4,GSM2545380,913
Rgs4,GSM2545341,643
Rgs4,GSM2545346,902
Rgs4,GSM2545347,785
LOC105244003,GSM2545337,1
LOC105244003,GSM2545338,0
LOC105244003,GSM2545348,0
LOC105244003,GSM2545353,0
LOC105244003,GSM2545343,1
LOC105244003,GSM2545349,0
LOC105244003,GSM2545354,0
LOC105244003,GSM2545336,0
LOC105244003,GSM2545342,0
LOC105244003,GSM2545351,1
LOC105244003,GSM2545380,1
LOC105244003,GSM2545341,1
LOC105244003,GSM2545346,1
LOC105244003,GSM2545347,0
Klhdc9,GSM2545337,68
Klhdc9,GSM2545338,78
Klhdc9,GSM2545348,110
Klhdc9,GSM2545353,120
Klhdc9,GSM2545343,101
Klhdc9,GSM2545349,113
Klhdc9,GSM2545354,82
Klhdc9,GSM2545336,228
Klhdc9,GSM2545342,164
Klhdc9,GSM2545351,202
Klhdc9,GSM2545380,266
Klhdc9,GSM2545341,191
Klhdc9,GSM2545346,188
Klhdc9,GSM2545347,214
Gm35200,GSM2545337,0
Gm35200,GSM2545338,0
Gm35200,GSM2545348,0
Gm35200,GSM2545353,0
Gm35200,GSM2545343,0
Gm35200,GSM2545349,2
Gm35200,GSM2545354,1
Gm35200,GSM2545336,0
Gm35200,GSM2545342,1
Gm35200,GSM2545351,0
Gm35200,GSM2545380,1
Gm35200,GSM2545341,0
Gm35200,GSM2545346,0
Gm35200,GSM2545347,0
Slamf6,GSM2545337,2
Slamf6,GSM2545338,4
Slamf6,GSM2545348,5
Slamf6,GSM2545353,4
Slamf6,GSM2545343,5
Slamf6,GSM2545349,2
Slamf6,GSM2545354,9
Slamf6,GSM2545336,7
Slamf6,GSM2545342,3
Slamf6,GSM2545351,5
Slamf6,GSM2545380,8
Slamf6,GSM2545341,5
Slamf6,GSM2545346,4
Slamf6,GSM2545347,5
Pea15a,GSM2545337,19545
Pea15a,GSM2545338,18830
Pea15a,GSM2545348,23008
Pea15a,GSM2545353,22293
Pea15a,GSM2545343,25147
Pea15a,GSM2545349,20638
Pea15a,GSM2545354,21002
Pea15a,GSM2545336,20428
Pea15a,GSM2545342,14248
Pea15a,GSM2545351,18026
Pea15a,GSM2545380,21384
Pea15a,GSM2545341,13594
Pea15a,GSM2545346,17764
Pea15a,GSM2545347,18769
Slamf9,GSM2545337,11
Slamf9,GSM2545338,9
Slamf9,GSM2545348,9
Slamf9,GSM2545353,17
Slamf9,GSM2545343,29
Slamf9,GSM2545349,8
Slamf9,GSM2545354,15
Slamf9,GSM2545336,23
Slamf9,GSM2545342,16
Slamf9,GSM2545351,20
Slamf9,GSM2545380,30
Slamf9,GSM2545341,12
Slamf9,GSM2545346,27
Slamf9,GSM2545347,30
Mndal,GSM2545337,196
Mndal,GSM2545338,174
Mndal,GSM2545348,206
Mndal,GSM2545353,225
Mndal,GSM2545343,278
Mndal,GSM2545349,192
Mndal,GSM2545354,161
Mndal,GSM2545336,113
Mndal,GSM2545342,112
Mndal,GSM2545351,147
Mndal,GSM2545380,131
Mndal,GSM2545341,182
Mndal,GSM2545346,180
Mndal,GSM2545347,185
Cep170,GSM2545337,7643
Cep170,GSM2545338,6711
Cep170,GSM2545348,6674
Cep170,GSM2545353,7051
Cep170,GSM2545343,7697
Cep170,GSM2545349,6486
Cep170,GSM2545354,6800
Cep170,GSM2545336,5550
Cep170,GSM2545342,5531
Cep170,GSM2545351,5691
Cep170,GSM2545380,5577
Cep170,GSM2545341,6145
Cep170,GSM2545346,5240
Cep170,GSM2545347,5357
LOC105244018,GSM2545337,4
LOC105244018,GSM2545338,8
LOC105244018,GSM2545348,11
LOC105244018,GSM2545353,9
LOC105244018,GSM2545343,6
LOC105244018,GSM2545349,4
LOC105244018,GSM2545354,3
LOC105244018,GSM2545336,4
LOC105244018,GSM2545342,5
LOC105244018,GSM2545351,0
LOC105244018,GSM2545380,1
LOC105244018,GSM2545341,3
LOC105244018,GSM2545346,1
LOC105244018,GSM2545347,7
Gm5561,GSM2545337,13
Gm5561,GSM2545338,6
Gm5561,GSM2545348,14
Gm5561,GSM2545353,11
Gm5561,GSM2545343,18
Gm5561,GSM2545349,13
Gm5561,GSM2545354,12
Gm5561,GSM2545336,8
Gm5561,GSM2545342,3
Gm5561,GSM2545351,11
Gm5561,GSM2545380,13
Gm5561,GSM2545341,6
Gm5561,GSM2545346,7
Gm5561,GSM2545347,11
Adck3,GSM2545337,1333
Adck3,GSM2545338,1198
Adck3,GSM2545348,1537
Adck3,GSM2545353,1825
Adck3,GSM2545343,1426
Adck3,GSM2545349,1536
Adck3,GSM2545354,1286
Adck3,GSM2545336,2330
Adck3,GSM2545342,1769
Adck3,GSM2545351,1901
Adck3,GSM2545380,2435
Adck3,GSM2545341,1958
Adck3,GSM2545346,1888
Adck3,GSM2545347,1997
Gm31926,GSM2545337,0
Gm31926,GSM2545338,0
Gm31926,GSM2545348,0
Gm31926,GSM2545353,0
Gm31926,GSM2545343,0
Gm31926,GSM2545349,1
Gm31926,GSM2545354,0
Gm31926,GSM2545336,0
Gm31926,GSM2545342,0
Gm31926,GSM2545351,2
Gm31926,GSM2545380,2
Gm31926,GSM2545341,2
Gm31926,GSM2545346,0
Gm31926,GSM2545347,0
LOC105244024,GSM2545337,11
LOC105244024,GSM2545338,8
LOC105244024,GSM2545348,10
LOC105244024,GSM2545353,15
LOC105244024,GSM2545343,12
LOC105244024,GSM2545349,13
LOC105244024,GSM2545354,16
LOC105244024,GSM2545336,12
LOC105244024,GSM2545342,7
LOC105244024,GSM2545351,21
LOC105244024,GSM2545380,17
LOC105244024,GSM2545341,8
LOC105244024,GSM2545346,14
LOC105244024,GSM2545347,14
6330403A02Rik,GSM2545337,426
6330403A02Rik,GSM2545338,430
6330403A02Rik,GSM2545348,565
6330403A02Rik,GSM2545353,625
6330403A02Rik,GSM2545343,596
6330403A02Rik,GSM2545349,635
6330403A02Rik,GSM2545354,550
6330403A02Rik,GSM2545336,672
6330403A02Rik,GSM2545342,438
6330403A02Rik,GSM2545351,544
6330403A02Rik,GSM2545380,581
6330403A02Rik,GSM2545341,233
6330403A02Rik,GSM2545346,437
6330403A02Rik,GSM2545347,364
Enah,GSM2545337,5221
Enah,GSM2545338,4799
Enah,GSM2545348,5350
Enah,GSM2545353,6095
Enah,GSM2545343,5423
Enah,GSM2545349,5346
Enah,GSM2545354,5586
Enah,GSM2545336,6151
Enah,GSM2545342,5264
Enah,GSM2545351,6176
Enah,GSM2545380,5763
Enah,GSM2545341,4398
Enah,GSM2545346,5058
Enah,GSM2545347,5294
Gm34102,GSM2545337,5
Gm34102,GSM2545338,2
Gm34102,GSM2545348,10
Gm34102,GSM2545353,5
Gm34102,GSM2545343,5
Gm34102,GSM2545349,6
Gm34102,GSM2545354,1
Gm34102,GSM2545336,5
Gm34102,GSM2545342,0
Gm34102,GSM2545351,2
Gm34102,GSM2545380,3
Gm34102,GSM2545341,3
Gm34102,GSM2545346,7
Gm34102,GSM2545347,9
Gm34732,GSM2545337,2
Gm34732,GSM2545338,0
Gm34732,GSM2545348,0
Gm34732,GSM2545353,0
Gm34732,GSM2545343,0
Gm34732,GSM2545349,0
Gm34732,GSM2545354,1
Gm34732,GSM2545336,0
Gm34732,GSM2545342,0
Gm34732,GSM2545351,1
Gm34732,GSM2545380,1
Gm34732,GSM2545341,0
Gm34732,GSM2545346,0
Gm34732,GSM2545347,1
Rab3gap2,GSM2545337,3401
Rab3gap2,GSM2545338,3323
Rab3gap2,GSM2545348,3499
Rab3gap2,GSM2545353,3681
Rab3gap2,GSM2545343,3793
Rab3gap2,GSM2545349,3589
Rab3gap2,GSM2545354,3623
Rab3gap2,GSM2545336,3856
Rab3gap2,GSM2545342,3369
Rab3gap2,GSM2545351,3645
Rab3gap2,GSM2545380,3751
Rab3gap2,GSM2545341,3971
Rab3gap2,GSM2545346,3207
Rab3gap2,GSM2545347,3643
Ush2a,GSM2545337,4
Ush2a,GSM2545338,1
Ush2a,GSM2545348,1
Ush2a,GSM2545353,3
Ush2a,GSM2545343,3
Ush2a,GSM2545349,2
Ush2a,GSM2545354,8
Ush2a,GSM2545336,2
Ush2a,GSM2545342,2
Ush2a,GSM2545351,3
Ush2a,GSM2545380,0
Ush2a,GSM2545341,2
Ush2a,GSM2545346,3
Ush2a,GSM2545347,3
Kctd3,GSM2545337,3290
Kctd3,GSM2545338,3271
Kctd3,GSM2545348,3621
Kctd3,GSM2545353,3439
Kctd3,GSM2545343,3942
Kctd3,GSM2545349,3509
Kctd3,GSM2545354,3534
Kctd3,GSM2545336,3731
Kctd3,GSM2545342,2801
Kctd3,GSM2545351,3389
Kctd3,GSM2545380,3538
Kctd3,GSM2545341,2888
Kctd3,GSM2545346,2992
Kctd3,GSM2545347,3014
Mfsd7b,GSM2545337,943
Mfsd7b,GSM2545338,896
Mfsd7b,GSM2545348,1104
Mfsd7b,GSM2545353,1248
Mfsd7b,GSM2545343,1192
Mfsd7b,GSM2545349,1149
Mfsd7b,GSM2545354,1104
Mfsd7b,GSM2545336,1215
Mfsd7b,GSM2545342,980
Mfsd7b,GSM2545351,1189
Mfsd7b,GSM2545380,1169
Mfsd7b,GSM2545341,1047
Mfsd7b,GSM2545346,1036
Mfsd7b,GSM2545347,1001
Batf3,GSM2545337,4
Batf3,GSM2545338,6
Batf3,GSM2545348,7
Batf3,GSM2545353,4
Batf3,GSM2545343,4
Batf3,GSM2545349,4
Batf3,GSM2545354,3
Batf3,GSM2545336,6
Batf3,GSM2545342,5
Batf3,GSM2545351,9
Batf3,GSM2545380,8
Batf3,GSM2545341,7
Batf3,GSM2545346,9
Batf3,GSM2545347,3
LOC105244060,GSM2545337,5
LOC105244060,GSM2545338,2
LOC105244060,GSM2545348,2
LOC105244060,GSM2545353,3
LOC105244060,GSM2545343,7
LOC105244060,GSM2545349,2
LOC105244060,GSM2545354,3
LOC105244060,GSM2545336,5
LOC105244060,GSM2545342,0
LOC105244060,GSM2545351,1
LOC105244060,GSM2545380,4
LOC105244060,GSM2545341,5
LOC105244060,GSM2545346,1
LOC105244060,GSM2545347,3
LOC105244061,GSM2545337,9
LOC105244061,GSM2545338,7
LOC105244061,GSM2545348,9
LOC105244061,GSM2545353,13
LOC105244061,GSM2545343,4
LOC105244061,GSM2545349,13
LOC105244061,GSM2545354,8
LOC105244061,GSM2545336,24
LOC105244061,GSM2545342,9
LOC105244061,GSM2545351,16
LOC105244061,GSM2545380,18
LOC105244061,GSM2545341,12
LOC105244061,GSM2545346,11
LOC105244061,GSM2545347,12
1700034H15Rik,GSM2545337,106
1700034H15Rik,GSM2545338,84
1700034H15Rik,GSM2545348,125
1700034H15Rik,GSM2545353,136
1700034H15Rik,GSM2545343,130
1700034H15Rik,GSM2545349,145
1700034H15Rik,GSM2545354,104
1700034H15Rik,GSM2545336,106
1700034H15Rik,GSM2545342,108
1700034H15Rik,GSM2545351,104
1700034H15Rik,GSM2545380,79
1700034H15Rik,GSM2545341,99
1700034H15Rik,GSM2545346,83
1700034H15Rik,GSM2545347,91
Slc30a1,GSM2545337,1216
Slc30a1,GSM2545338,1057
Slc30a1,GSM2545348,1388
Slc30a1,GSM2545353,1298
Slc30a1,GSM2545343,1308
Slc30a1,GSM2545349,1487
Slc30a1,GSM2545354,1224
Slc30a1,GSM2545336,1382
Slc30a1,GSM2545342,1027
Slc30a1,GSM2545351,1201
Slc30a1,GSM2545380,1242
Slc30a1,GSM2545341,927
Slc30a1,GSM2545346,1141
Slc30a1,GSM2545347,1101
LOC105244067,GSM2545337,0
LOC105244067,GSM2545338,0
LOC105244067,GSM2545348,0
LOC105244067,GSM2545353,1
LOC105244067,GSM2545343,1
LOC105244067,GSM2545349,0
LOC105244067,GSM2545354,0
LOC105244067,GSM2545336,0
LOC105244067,GSM2545342,0
LOC105244067,GSM2545351,2
LOC105244067,GSM2545380,0
LOC105244067,GSM2545341,0
LOC105244067,GSM2545346,0
LOC105244067,GSM2545347,1
Gm32201,GSM2545337,3
Gm32201,GSM2545338,1
Gm32201,GSM2545348,6
Gm32201,GSM2545353,1
Gm32201,GSM2545343,3
Gm32201,GSM2545349,1
Gm32201,GSM2545354,2
Gm32201,GSM2545336,9
Gm32201,GSM2545342,6
Gm32201,GSM2545351,5
Gm32201,GSM2545380,8
Gm32201,GSM2545341,11
Gm32201,GSM2545346,6
Gm32201,GSM2545347,8
Nmt2,GSM2545337,2995
Nmt2,GSM2545338,3122
Nmt2,GSM2545348,3414
Nmt2,GSM2545353,3501
Nmt2,GSM2545343,3930
Nmt2,GSM2545349,3406
Nmt2,GSM2545354,3313
Nmt2,GSM2545336,3109
Nmt2,GSM2545342,2608
Nmt2,GSM2545351,2915
Nmt2,GSM2545380,3244
Nmt2,GSM2545341,2736
Nmt2,GSM2545346,2733
Nmt2,GSM2545347,3002
Olah,GSM2545337,2
Olah,GSM2545338,0
Olah,GSM2545348,1
Olah,GSM2545353,1
Olah,GSM2545343,0
Olah,GSM2545349,1
Olah,GSM2545354,1
Olah,GSM2545336,3
Olah,GSM2545342,0
Olah,GSM2545351,3
Olah,GSM2545380,3
Olah,GSM2545341,2
Olah,GSM2545346,0
Olah,GSM2545347,1
LOC105244072,GSM2545337,2
LOC105244072,GSM2545338,1
LOC105244072,GSM2545348,2
LOC105244072,GSM2545353,2
LOC105244072,GSM2545343,1
LOC105244072,GSM2545349,0
LOC105244072,GSM2545354,3
